waveform,[0],PXI1Slot7/ai0
t0,12/31/1903  19:00:00.000000,12/14/2017  03:38:55.524437
delta t,5.000000E-7,5.000000E-7

time,Y[0],PXI1Slot7/ai0
12/31/1903  19:00:00.000544,1.273277E-2,-1.245981E-2
12/31/1903  19:00:00.000544,-6.247583E-2,-1.255369E-2
12/31/1903  19:00:00.000545,-9.956356E-2,-1.264757E-2
12/31/1903  19:00:00.000545,-7.589708E-2,-1.264757E-2
12/31/1903  19:00:00.000546,-5.915305E-3,-1.242851E-2
12/31/1903  19:00:00.000546,6.767738E-2,-1.217817E-2
12/31/1903  19:00:00.000547,9.996913E-2,-1.264757E-2
12/31/1903  19:00:00.000547,7.125008E-2,-1.324214E-2
12/31/1903  19:00:00.000548,-9.550296E-4,-1.227205E-2
12/31/1903  19:00:00.000548,-7.257833E-2,-1.267886E-2
12/31/1903  19:00:00.000549,-9.990316E-2,-1.073867E-2
12/31/1903  19:00:00.000549,-6.624834E-2,-1.120807E-2
12/31/1903  19:00:00.000550,7.845910E-3,-1.220946E-2
12/31/1903  19:00:00.000550,7.715186E-2,-1.233463E-2
12/31/1903  19:00:00.000551,9.936078E-2,-1.224075E-2
12/31/1903  19:00:00.000551,6.091207E-2,-1.211558E-2
12/31/1903  19:00:00.000552,-1.472432E-2,-1.205299E-2
12/31/1903  19:00:00.000552,-8.137226E-2,-1.245981E-2
12/31/1903  19:00:00.000553,-9.833939E-2,-1.264757E-2
12/31/1903  19:00:00.000553,-5.526347E-2,-1.461905E-2
12/31/1903  19:00:00.000554,2.155671E-2,-1.474422E-2
12/31/1903  19:00:00.000554,8.521515E-2,-1.352378E-2
12/31/1903  19:00:00.000555,9.683875E-2,-1.336731E-2
12/31/1903  19:00:00.000555,4.932672E-2,-1.164618E-2
12/31/1903  19:00:00.000556,-2.830915E-2,-1.001893E-2
12/31/1903  19:00:00.000556,-8.865757E-2,-1.014410E-2
12/31/1903  19:00:00.000557,-9.486101E-2,-1.133325E-2
12/31/1903  19:00:00.000557,-4.312789E-2,-1.308567E-2
12/31/1903  19:00:00.000558,3.494749E-2,-1.249110E-2
12/31/1903  19:00:00.000558,9.167818E-2,-1.249110E-2
12/31/1903  19:00:00.000559,9.241078E-2,-1.189653E-2
12/31/1903  19:00:00.000559,3.669486E-2,-1.239722E-2
12/31/1903  19:00:00.000560,-4.143756E-2,-1.277274E-2
12/31/1903  19:00:00.000560,-9.425742E-2,-1.302309E-2
12/31/1903  19:00:00.000561,-8.949515E-2,-1.280403E-2
12/31/1903  19:00:00.000561,-3.005718E-2,-1.280403E-2
12/31/1903  19:00:00.000562,4.774532E-2,-1.286662E-2
12/31/1903  19:00:00.000562,9.637761E-2,-1.271015E-2
12/31/1903  19:00:00.000563,8.612374E-2,-1.252239E-2
12/31/1903  19:00:00.000563,2.324601E-2,-1.267886E-2
12/31/1903  19:00:00.000564,-5.383708E-2,-1.274145E-2
12/31/1903  19:00:00.000564,-9.802313E-2,-1.233463E-2
12/31/1903  19:00:00.000565,-8.230868E-2,-1.267886E-2
12/31/1903  19:00:00.000565,-1.629394E-2,-1.258498E-2
12/31/1903  19:00:00.000566,5.967964E-2,-1.258498E-2
12/31/1903  19:00:00.000566,9.918056E-2,-1.280403E-2
12/31/1903  19:00:00.000567,7.806464E-2,-1.249110E-2
12/31/1903  19:00:00.000567,9.234886E-3,-1.271015E-2
12/31/1903  19:00:00.000568,-6.524053E-2,-1.289791E-2
12/31/1903  19:00:00.000568,-9.983878E-2,-1.242851E-2
12/31/1903  19:00:00.000569,-7.340879E-2,-1.236593E-2
12/31/1903  19:00:00.000569,-2.103926E-3,-1.258498E-2
12/31/1903  19:00:00.000570,7.048819E-2,-1.355507E-2
12/31/1903  19:00:00.000570,9.998909E-2,-1.352378E-2
12/31/1903  19:00:00.000571,6.836076E-2,-1.252239E-2
12/31/1903  19:00:00.000571,-5.062867E-3,-1.127066E-2
12/31/1903  19:00:00.000572,-7.539212E-2,-1.214687E-2
12/31/1903  19:00:00.000572,-9.962534E-2,-1.374283E-2
12/31/1903  19:00:00.000573,-6.294262E-2,-1.342990E-2
12/31/1903  19:00:00.000573,1.222860E-2,-1.267886E-2
12/31/1903  19:00:00.000574,7.992317E-2,-1.186523E-2
12/31/1903  19:00:00.000574,9.874402E-2,-1.220946E-2
12/31/1903  19:00:00.000575,5.717880E-2,-1.274145E-2
12/31/1903  19:00:00.000575,-1.935572E-2,-1.271015E-2
12/31/1903  19:00:00.000576,-8.405363E-2,-1.271015E-2
12/31/1903  19:00:00.000576,-9.734430E-2,-1.252239E-2
12/31/1903  19:00:00.000577,-5.109601E-2,-1.242851E-2
12/31/1903  19:00:00.000577,2.640624E-2,-1.280403E-2
12/31/1903  19:00:00.000578,8.775749E-2,-1.249110E-2
12/31/1903  19:00:00.000578,9.542818E-2,-1.261627E-2
12/31/1903  19:00:00.000579,4.472315E-2,-1.261627E-2
12/31/1903  19:00:00.000579,-3.334194E-2,-1.292921E-2
12/31/1903  19:00:00.000580,-9.101060E-2,-1.277274E-2
12/31/1903  19:00:00.000580,-9.300047E-2,-1.249110E-2
12/31/1903  19:00:00.000581,-3.809122E-2,-1.258498E-2
12/31/1903  19:00:00.000581,4.012453E-2,-1.239722E-2
12/31/1903  19:00:00.000582,9.379083E-2,-1.242851E-2
12/31/1903  19:00:00.000582,9.006888E-2,-1.274145E-2
12/31/1903  19:00:00.000583,3.123316E-2,-1.236593E-2
12/31/1903  19:00:00.000583,-4.671592E-2,-1.302309E-2
12/31/1903  19:00:00.000584,-9.607830E-2,-1.264757E-2
12/31/1903  19:00:00.000584,-8.664401E-2,-1.258498E-2
12/31/1903  19:00:00.000585,-2.418372E-2,-1.267886E-2
12/31/1903  19:00:00.000585,5.307841E-2,-1.271015E-2
12/31/1903  19:00:00.000586,9.785550E-2,-1.267886E-2
12/31/1903  19:00:00.000586,8.273939E-2,-1.252239E-2
12/31/1903  19:00:00.000587,1.697933E-2,-1.277274E-2
12/31/1903  19:00:00.000587,-5.917494E-2,-1.283533E-2
12/31/1903  19:00:00.000588,-9.910746E-2,-1.255369E-2
12/31/1903  19:00:00.000588,-7.837146E-2,-1.249110E-2
12/31/1903  19:00:00.000589,-9.657886E-3,-1.242851E-2
12/31/1903  19:00:00.000589,6.496929E-2,-1.239722E-2
12/31/1903  19:00:00.000590,9.982191E-2,-1.252239E-2
12/31/1903  19:00:00.000590,7.355954E-2,-1.236593E-2
12/31/1903  19:00:00.000591,2.258613E-3,-1.283533E-2
12/31/1903  19:00:00.000591,-7.042632E-2,-1.280403E-2
12/31/1903  19:00:00.000592,-9.998938E-2,-1.286662E-2
12/31/1903  19:00:00.000592,-6.832578E-2,-1.289791E-2
12/31/1903  19:00:00.000593,5.178169E-3,-1.249110E-2
12/31/1903  19:00:00.000593,7.551222E-2,-1.242851E-2
12/31/1903  19:00:00.000594,9.960336E-2,-1.233463E-2
12/31/1903  19:00:00.000594,6.269513E-2,-1.264757E-2
12/31/1903  19:00:00.000595,-1.261124E-2,-1.289791E-2
12/31/1903  19:00:00.000595,-8.019472E-2,-1.242851E-2
12/31/1903  19:00:00.000596,-9.866041E-2,-1.283533E-2
12/31/1903  19:00:00.000596,-5.669520E-2,-1.255369E-2
12/31/1903  19:00:00.000597,1.999870E-2,-1.252239E-2
12/31/1903  19:00:00.000597,8.444331E-2,-1.249110E-2
12/31/1903  19:00:00.000598,9.716020E-2,-1.267886E-2
12/31/1903  19:00:00.000598,5.035621E-2,-1.252239E-2
12/31/1903  19:00:00.000599,-2.729822E-2,-1.258498E-2
12/31/1903  19:00:00.000599,-8.822949E-2,-1.239722E-2
12/31/1903  19:00:00.000600,-9.510565E-2,-1.252239E-2
12/31/1903  19:00:00.000600,-4.371087E-2,-1.358637E-2
12/31/1903  19:00:00.000601,3.446724E-2,-1.333602E-2
12/31/1903  19:00:00.000601,9.152697E-2,-1.230334E-2
12/31/1903  19:00:00.000602,9.250295E-2,-1.011281E-2
12/31/1903  19:00:00.000602,3.679420E-2,-1.205299E-2
12/31/1903  19:00:00.000603,-4.146329E-2,-1.358637E-2
12/31/1903  19:00:00.000603,-9.431186E-2,-1.349249E-2
12/31/1903  19:00:00.000604,-8.936159E-2,-1.167747E-2
12/31/1903  19:00:00.000604,-2.964341E-2,-1.192782E-2
12/31/1903  19:00:00.000605,4.824418E-2,-1.261627E-2
12/31/1903  19:00:00.000605,9.656291E-2,-1.330473E-2
12/31/1903  19:00:00.000606,8.569443E-2,-1.286662E-2
12/31/1903  19:00:00.000606,2.229771E-2,-1.230334E-2
12/31/1903  19:00:00.000607,-5.476830E-2,-1.233463E-2
12/31/1903  19:00:00.000607,-9.826168E-2,-1.317955E-2
12/31/1903  19:00:00.000608,-8.151763E-2,-1.286662E-2
12/31/1903  19:00:00.000608,-1.479812E-2,-1.199041E-2
12/31/1903  19:00:00.000609,6.099488E-2,-1.249110E-2
12/31/1903  19:00:00.000609,9.939273E-2,-1.355507E-2
12/31/1903  19:00:00.000610,7.685069E-2,-1.214687E-2
12/31/1903  19:00:00.000610,7.187260E-3,-1.195911E-2
12/31/1903  19:00:00.000611,-6.688426E-2,-1.123937E-2
12/31/1903  19:00:00.000611,-9.994374E-2,-1.302309E-2
12/31/1903  19:00:00.000612,-7.171637E-2,-1.286662E-2
12/31/1903  19:00:00.000612,4.908719E-4,-1.148971E-2
12/31/1903  19:00:00.000613,7.239817E-2,-1.202170E-2
12/31/1903  19:00:00.000613,9.990573E-2,-1.267886E-2
12/31/1903  19:00:00.000614,6.614061E-2,-1.314826E-2
12/31/1903  19:00:00.000614,-8.191155E-3,-1.255369E-2
12/31/1903  19:00:00.000615,-7.749996E-2,-1.264757E-2
12/31/1903  19:00:00.000615,-9.927312E-2,-1.271015E-2
12/31/1903  19:00:00.000616,-6.015251E-2,-1.242851E-2
12/31/1903  19:00:00.000616,1.586759E-2,-1.271015E-2
12/31/1903  19:00:00.000617,8.215494E-2,-1.271015E-2
12/31/1903  19:00:00.000617,9.804390E-2,-1.230334E-2
12/31/1903  19:00:00.000618,5.378412E-2,-1.214687E-2
12/31/1903  19:00:00.000618,-2.347358E-2,-1.274145E-2
12/31/1903  19:00:00.000619,-8.633057E-2,-1.261627E-2
12/31/1903  19:00:00.000619,-9.621968E-2,-1.264757E-2
12/31/1903  19:00:00.000620,-4.707039E-2,-1.261627E-2
12/31/1903  19:00:00.000620,3.096220E-2,-1.258498E-2
12/31/1903  19:00:00.000621,8.999675E-2,-1.280403E-2
12/31/1903  19:00:00.000621,9.380581E-2,-1.261627E-2
12/31/1903  19:00:00.000622,4.004898E-2,-1.230334E-2
12/31/1903  19:00:00.000622,-3.828648E-2,-1.311697E-2
12/31/1903  19:00:00.000623,-9.312607E-2,-1.346119E-2
12/31/1903  19:00:00.000623,-9.081136E-2,-1.324214E-2
12/31/1903  19:00:00.000624,-3.276005E-2,-1.224075E-2
12/31/1903  19:00:00.000624,4.539975E-2,-1.133325E-2
12/31/1903  19:00:00.000625,9.569403E-2,-1.142713E-2
12/31/1903  19:00:00.000625,8.724922E-2,-1.233463E-2
12/31/1903  19:00:00.000626,2.524612E-2,-1.280403E-2
12/31/1903  19:00:00.000626,-5.225588E-2,-1.264757E-2
12/31/1903  19:00:00.000627,-9.767928E-2,-1.267886E-2
12/31/1903  19:00:00.000627,-8.313605E-2,-1.252239E-2
12/31/1903  19:00:00.000628,-1.755179E-2,-1.249110E-2
12/31/1903  19:00:00.000628,5.880966E-2,-1.249110E-2
12/31/1903  19:00:00.000629,9.906381E-2,-1.277274E-2
12/31/1903  19:00:00.000629,7.849229E-2,-1.264757E-2
12/31/1903  19:00:00.000630,9.723549E-3,-1.267886E-2
12/31/1903  19:00:00.000630,-6.501704E-2,-1.267886E-2
12/31/1903  19:00:00.000631,-9.983316E-2,-1.368025E-2
12/31/1903  19:00:00.000631,-7.334209E-2,-1.261627E-2
12/31/1903  19:00:00.000632,-1.809459E-3,-1.271015E-2
12/31/1903  19:00:00.000632,7.083552E-2,-1.070738E-2
12/31/1903  19:00:00.000633,9.997657E-2,-1.108290E-2
12/31/1903  19:00:00.000633,6.771322E-2,-1.186523E-2
12/31/1903  19:00:00.000634,-6.141089E-3,-1.242851E-2
12/31/1903  19:00:00.000634,-7.622443E-2,-1.236593E-2
12/31/1903  19:00:00.000635,-9.948719E-2,-1.236593E-2
12/31/1903  19:00:00.000635,-6.163702E-2,-1.227205E-2
12/31/1903  19:00:00.000636,1.407768E-2,-1.236593E-2
12/31/1903  19:00:00.000636,8.114521E-2,-1.274145E-2
12/31/1903  19:00:00.000637,9.836212E-2,-1.208429E-2
12/31/1903  19:00:00.000637,5.514821E-2,-1.227205E-2
12/31/1903  19:00:00.000638,-2.194920E-2,-1.189653E-2
12/31/1903  19:00:00.000638,-8.556178E-2,-1.349249E-2
12/31/1903  19:00:00.000639,-9.660260E-2,-1.558914E-2
12/31/1903  19:00:00.000639,-4.828476E-2,-1.537009E-2
12/31/1903  19:00:00.000640,2.970416E-2,-1.136454E-2
12/31/1903  19:00:00.000640,8.944077E-2,-1.020669E-2
12/31/1903  19:00:00.000641,9.421406E-2,-1.089514E-2
12/31/1903  19:00:00.000641,4.108772E-2,-1.208429E-2
12/31/1903  19:00:00.000642,-3.729101E-2,-1.267886E-2
12/31/1903  19:00:00.000642,-9.275186E-2,-1.227205E-2
12/31/1903  19:00:00.000643,-9.120614E-2,-1.199041E-2
12/31/1903  19:00:00.000643,-3.360097E-2,-1.202170E-2
12/31/1903  19:00:00.000644,4.465851E-2,-1.261627E-2
12/31/1903  19:00:00.000644,9.546801E-2,-1.233463E-2
12/31/1903  19:00:00.000645,8.759280E-2,-1.261627E-2
12/31/1903  19:00:00.000645,2.587103E-2,-1.227205E-2
12/31/1903  19:00:00.000646,-5.175612E-2,-1.271015E-2
12/31/1903  19:00:00.000646,-9.756574E-2,-1.245981E-2
12/31/1903  19:00:00.000647,-8.339224E-2,-1.236593E-2
12/31/1903  19:00:00.000647,-1.794676E-2,-1.258498E-2
12/31/1903  19:00:00.000648,5.853426E-2,-1.242851E-2
12/31/1903  19:00:00.000648,9.902536E-2,-1.261627E-2
12/31/1903  19:00:00.000649,7.862690E-2,-1.264757E-2
12/31/1903  19:00:00.000649,9.879091E-3,-1.239722E-2
12/31/1903  19:00:00.000650,-6.494480E-2,-1.249110E-2
12/31/1903  19:00:00.000650,-9.983120E-2,-1.249110E-2
12/31/1903  19:00:00.000651,-7.332340E-2,-1.255369E-2
12/31/1903  19:00:00.000651,-1.720722E-3,-1.264757E-2
12/31/1903  19:00:00.000652,7.094133E-2,-1.258498E-2
12/31/1903  19:00:00.000652,9.997178E-2,-1.267886E-2
12/31/1903  19:00:00.000653,6.751243E-2,-1.252239E-2
12/31/1903  19:00:00.000653,-6.474218E-3,-1.271015E-2
12/31/1903  19:00:00.000654,-7.647955E-2,-1.249110E-2
12/31/1903  19:00:00.000654,-9.944000E-2,-1.236593E-2
12/31/1903  19:00:00.000655,-6.122863E-2,-1.252239E-2
12/31/1903  19:00:00.000655,1.465052E-2,-1.267886E-2
12/31/1903  19:00:00.000656,8.151763E-2,-1.261627E-2
12/31/1903  19:00:00.000656,9.823328E-2,-1.308567E-2
12/31/1903  19:00:00.000657,5.451044E-2,-1.283533E-2
12/31/1903  19:00:00.000657,-2.275224E-2,-1.258498E-2
12/31/1903  19:00:00.000658,-8.601658E-2,-1.286662E-2
12/31/1903  19:00:00.000658,-9.635369E-2,-1.267886E-2
12/31/1903  19:00:00.000659,-4.739991E-2,-1.296050E-2
12/31/1903  19:00:00.000659,3.072312E-2,-1.245981E-2
12/31/1903  19:00:00.000660,8.994053E-2,-1.252239E-2
12/31/1903  19:00:00.000660,9.380798E-2,-1.249110E-2
12/31/1903  19:00:00.000661,3.994244E-2,-1.302309E-2
12/31/1903  19:00:00.000661,-3.850694E-2,-1.252239E-2
12/31/1903  19:00:00.000662,-9.325710E-2,-1.286662E-2
12/31/1903  19:00:00.000662,-9.060771E-2,-1.283533E-2
12/31/1903  19:00:00.000663,-3.218658E-2,-1.249110E-2
12/31/1903  19:00:00.000663,4.604795E-2,-1.249110E-2
12/31/1903  19:00:00.000664,9.593770E-2,-1.258498E-2
12/31/1903  19:00:00.000664,8.676922E-2,-1.283533E-2
12/31/1903  19:00:00.000665,2.418372E-2,-1.255369E-2
12/31/1903  19:00:00.000665,-5.329125E-2,-1.274145E-2
12/31/1903  19:00:00.000666,-9.795781E-2,-1.249110E-2
12/31/1903  19:00:00.000666,-8.231359E-2,-1.271015E-2
12/31/1903  19:00:00.000667,-1.598777E-2,-1.267886E-2
12/31/1903  19:00:00.000667,6.018324E-2,-1.271015E-2
12/31/1903  19:00:00.000668,9.929721E-2,-1.264757E-2
12/31/1903  19:00:00.000668,7.726665E-2,-1.214687E-2
12/31/1903  19:00:00.000669,7.654849E-3,-1.199041E-2
12/31/1903  19:00:00.000669,-6.667205E-2,-1.058221E-2
12/31/1903  19:00:00.000670,-9.994029E-2,-1.220946E-2
12/31/1903  19:00:00.000670,-7.165887E-2,-1.283533E-2
12/31/1903  19:00:00.000671,7.571166E-4,-1.346119E-2
12/31/1903  19:00:00.000671,7.270787E-2,-1.292921E-2
12/31/1903  19:00:00.000672,9.987621E-2,-1.242851E-2
12/31/1903  19:00:00.000672,6.552519E-2,-1.217817E-2
12/31/1903  19:00:00.000673,-9.188745E-3,-1.280403E-2
12/31/1903  19:00:00.000673,-7.824348E-2,-1.311697E-2
12/31/1903  19:00:00.000674,-9.909907E-2,-1.317955E-2
12/31/1903  19:00:00.000674,-5.890490E-2,-1.274145E-2
12/31/1903  19:00:00.000675,1.757963E-2,-1.255369E-2
12/31/1903  19:00:00.000675,8.323456E-2,-1.249110E-2
12/31/1903  19:00:00.000676,9.760810E-2,-1.183394E-2
12/31/1903  19:00:00.000676,5.184144E-2,-1.195911E-2
12/31/1903  19:00:00.000677,-2.586875E-2,-1.339861E-2
12/31/1903  19:00:00.000677,-8.764013E-2,-1.380542E-2
12/31/1903  19:00:00.000678,-9.540773E-2,-1.314826E-2
12/31/1903  19:00:00.000678,-4.438213E-2,-1.245981E-2
12/31/1903  19:00:00.000679,3.399495E-2,-1.208429E-2
12/31/1903  19:00:00.000679,9.142289E-2,-1.271015E-2
12/31/1903  19:00:00.000680,9.250772E-2,-1.314826E-2
12/31/1903  19:00:00.000680,3.657793E-2,-1.324214E-2
12/31/1903  19:00:00.000681,-4.189735E-2,-1.277274E-2
12/31/1903  19:00:00.000681,-9.454961E-2,-1.305438E-2
12/31/1903  19:00:00.000682,-8.892312E-2,-1.283533E-2
12/31/1903  19:00:00.000682,-2.848311E-2,-1.258498E-2
12/31/1903  19:00:00.000683,4.951585E-2,-1.321085E-2
12/31/1903  19:00:00.000683,9.699147E-2,-1.214687E-2
12/31/1903  19:00:00.000684,8.467433E-2,-1.296050E-2
12/31/1903  19:00:00.000684,2.015489E-2,-1.274145E-2
12/31/1903  19:00:00.000685,-5.679156E-2,-1.311697E-2
12/31/1903  19:00:00.000685,-9.872433E-2,-1.214687E-2
12/31/1903  19:00:00.000686,-7.978702E-2,-1.139583E-2
12/31/1903  19:00:00.000686,-1.165312E-2,-1.158359E-2
12/31/1903  19:00:00.000687,6.366733E-2,-1.236593E-2
12/31/1903  19:00:00.000687,9.972905E-2,-1.239722E-2
12/31/1903  19:00:00.000688,7.429206E-2,-1.249110E-2
12/31/1903  19:00:00.000688,3.039808E-3,-1.252239E-2
12/31/1903  19:00:00.000689,-7.008819E-2,-1.211558E-2
12/31/1903  19:00:00.000689,-9.999169E-2,-1.217817E-2
12/31/1903  19:00:00.000690,-6.822536E-2,-1.267886E-2
12/31/1903  19:00:00.000690,5.621272E-3,-1.258498E-2
12/31/1903  19:00:00.000691,7.600182E-2,-1.271015E-2
12/31/1903  19:00:00.000691,9.950381E-2,-1.292921E-2
12/31/1903  19:00:00.000692,6.162774E-2,-1.364895E-2
12/31/1903  19:00:00.000692,-1.426505E-2,-1.414965E-2
12/31/1903  19:00:00.000693,-8.135902E-2,-1.308567E-2
12/31/1903  19:00:00.000693,-9.826256E-2,-1.195911E-2
12/31/1903  19:00:00.000694,-5.454468E-2,-1.205299E-2
12/31/1903  19:00:00.000694,2.282566E-2,-1.202170E-2
12/31/1903  19:00:00.000695,8.611416E-2,-1.236593E-2
12/31/1903  19:00:00.000695,9.627085E-2,-1.239722E-2
12/31/1903  19:00:00.000696,4.702604E-2,-1.224075E-2
12/31/1903  19:00:00.000696,-3.123689E-2,-1.242851E-2
12/31/1903  19:00:00.000697,-9.022559E-2,-1.255369E-2
12/31/1903  19:00:00.000697,-9.353746E-2,-1.239722E-2
12/31/1903  19:00:00.000698,-3.912580E-2,-1.202170E-2
12/31/1903  19:00:00.000698,3.943277E-2,-1.377413E-2
12/31/1903  19:00:00.000699,9.365609E-2,-1.324214E-2
12/31/1903  19:00:00.000699,9.007706E-2,-1.414965E-2
12/31/1903  19:00:00.000700,3.090170E-2,-1.274145E-2
12/31/1903  19:00:00.000700,-4.734803E-2,-1.164618E-2
12/31/1903  19:00:00.000701,-9.637321E-2,-1.271015E-2
12/31/1903  19:00:00.000701,-8.591024E-2,-1.271015E-2
12/31/1903  19:00:00.000702,-2.241483E-2,-1.286662E-2
12/31/1903  19:00:00.000702,5.491869E-2,-1.255369E-2
12/31/1903  19:00:00.000703,9.834964E-2,-1.230334E-2
12/31/1903  19:00:00.000703,8.106343E-2,-1.220946E-2
12/31/1903  19:00:00.000704,1.372924E-2,-1.271015E-2
12/31/1903  19:00:00.000704,-6.208256E-2,-1.286662E-2
12/31/1903  19:00:00.000705,-9.956356E-2,-1.286662E-2
12/31/1903  19:00:00.000705,-7.556883E-2,-1.255369E-2
12/31/1903  19:00:00.000706,-4.911474E-3,-1.202170E-2
12/31/1903  19:00:00.000706,6.877980E-2,-1.289791E-2
12/31/1903  19:00:00.000707,9.999887E-2,-1.383671E-2
12/31/1903  19:00:00.000707,6.946427E-2,-1.414965E-2
12/31/1903  19:00:00.000708,-3.969930E-3,-1.411835E-2
12/31/1903  19:00:00.000708,-7.495343E-2,-1.267886E-2
12/31/1903  19:00:00.000709,-9.964551E-2,-1.217817E-2
12/31/1903  19:00:00.000709,-6.279298E-2,-1.255369E-2
12/31/1903  19:00:00.000710,1.284494E-2,-1.311697E-2
12/31/1903  19:00:00.000710,8.054988E-2,-1.299179E-2
12/31/1903  19:00:00.000711,9.849957E-2,-1.280403E-2
12/31/1903  19:00:00.000711,5.560338E-2,-1.258498E-2
12/31/1903  19:00:00.000712,-2.164260E-2,-1.252239E-2
12/31/1903  19:00:00.000712,-8.551947E-2,-1.289791E-2
12/31/1903  19:00:00.000713,-9.656352E-2,-1.274145E-2
12/31/1903  19:00:00.000713,-4.794877E-2,-1.292921E-2
12/31/1903  19:00:00.000714,3.029155E-2,-1.277274E-2
12/31/1903  19:00:00.000714,8.981692E-2,-1.299179E-2
12/31/1903  19:00:00.000715,9.384629E-2,-1.133325E-2
12/31/1903  19:00:00.000715,3.988699E-2,-1.011281E-2
12/31/1903  19:00:00.000716,-3.872066E-2,-1.258498E-2
12/31/1903  19:00:00.000716,-9.340179E-2,-1.314826E-2
12/31/1903  19:00:00.000717,-9.036330E-2,-1.302309E-2
12/31/1903  19:00:00.000717,-3.148002E-2,-1.286662E-2
12/31/1903  19:00:00.000718,4.685960E-2,-1.274145E-2
12/31/1903  19:00:00.000718,9.623891E-2,-1.283533E-2
12/31/1903  19:00:00.000719,8.613651E-2,-1.286662E-2
12/31/1903  19:00:00.000719,2.279354E-2,-1.305438E-2
12/31/1903  19:00:00.000720,-5.463943E-2,-1.277274E-2
12/31/1903  19:00:00.000720,-9.829881E-2,-1.242851E-2
12/31/1903  19:00:00.000721,-8.119430E-2,-1.261627E-2
12/31/1903  19:00:00.000721,-1.389648E-2,-1.267886E-2
12/31/1903  19:00:00.000722,6.199324E-2,-1.245981E-2
12/31/1903  19:00:00.000722,9.955804E-2,-1.220946E-2
12/31/1903  19:00:00.000723,7.557140E-2,-1.242851E-2
12/31/1903  19:00:00.000723,4.860484E-3,-1.321085E-2
12/31/1903  19:00:00.000724,-6.885672E-2,-1.449387E-2
12/31/1903  19:00:00.000724,-9.999951E-2,-1.405577E-2
12/31/1903  19:00:00.000725,-6.930874E-2,-1.317955E-2
12/31/1903  19:00:00.000725,4.240663E-3,-1.236593E-2
12/31/1903  19:00:00.000726,7.516879E-2,-1.233463E-2
12/31/1903  19:00:00.000726,9.961274E-2,-1.252239E-2
12/31/1903  19:00:00.000727,6.245314E-2,-1.271015E-2
12/31/1903  19:00:00.000727,-1.333159E-2,-1.258498E-2
12/31/1903  19:00:00.000728,-8.087214E-2,-1.220946E-2
12/31/1903  19:00:00.000728,-9.839410E-2,-1.242851E-2
12/31/1903  19:00:00.000729,-5.505711E-2,-1.258498E-2
12/31/1903  19:00:00.000729,2.233598E-2,-1.233463E-2
12/31/1903  19:00:00.000730,8.591386E-2,-1.264757E-2
12/31/1903  19:00:00.000730,9.634696E-2,-1.271015E-2
12/31/1903  19:00:00.000731,4.717846E-2,-1.258498E-2
12/31/1903  19:00:00.000731,-3.117720E-2,-1.299179E-2
12/31/1903  19:00:00.000732,-9.024590E-2,-1.277274E-2
12/31/1903  19:00:00.000732,-9.348179E-2,-1.277274E-2
12/31/1903  19:00:00.000733,-3.887992E-2,-1.283533E-2
12/31/1903  19:00:00.000733,3.977893E-2,-1.227205E-2
12/31/1903  19:00:00.000734,9.382566E-2,-1.252239E-2
12/31/1903  19:00:00.000734,8.981623E-2,-1.236593E-2
12/31/1903  19:00:00.000735,3.022867E-2,-1.277274E-2
12/31/1903  19:00:00.000735,-4.806590E-2,-1.321085E-2
12/31/1903  19:00:00.000736,-9.661639E-2,-1.277274E-2
12/31/1903  19:00:00.000736,-8.537503E-2,-1.258498E-2
12/31/1903  19:00:00.000737,-2.129588E-2,-1.271015E-2
12/31/1903  19:00:00.000737,5.596450E-2,-1.230334E-2
12/31/1903  19:00:00.000738,9.858770E-2,-1.261627E-2
12/31/1903  19:00:00.000738,8.019003E-2,-1.299179E-2
12/31/1903  19:00:00.000739,1.215610E-2,-1.364895E-2
12/31/1903  19:00:00.000739,-6.340350E-2,-1.433741E-2
12/31/1903  19:00:00.000740,-9.971589E-2,-1.364895E-2
12/31/1903  19:00:00.000740,-7.429994E-2,-1.245981E-2
12/31/1903  19:00:00.000741,-2.886723E-3,-1.236593E-2
12/31/1903  19:00:00.000741,7.031472E-2,-1.255369E-2
12/31/1903  19:00:00.000742,9.998430E-2,-1.255369E-2
12/31/1903  19:00:00.000742,6.775020E-2,-1.277274E-2
12/31/1903  19:00:00.000743,-6.432679E-3,-1.258498E-2
12/31/1903  19:00:00.000743,-7.663366E-2,-1.224075E-2
12/31/1903  19:00:00.000744,-9.938362E-2,-1.133325E-2
12/31/1903  19:00:00.000744,-6.059266E-2,-1.114549E-2
12/31/1903  19:00:00.000745,1.572101E-2,-1.286662E-2
12/31/1903  19:00:00.000745,8.230021E-2,-1.371154E-2
12/31/1903  19:00:00.000746,9.791208E-2,-1.327343E-2
12/31/1903  19:00:00.000746,5.288524E-2,-1.280403E-2
12/31/1903  19:00:00.000747,-2.489637E-2,-1.274145E-2
12/31/1903  19:00:00.000747,-8.725919E-2,-1.264757E-2
12/31/1903  19:00:00.000748,-9.557561E-2,-1.296050E-2
12/31/1903  19:00:00.000748,-4.469154E-2,-1.311697E-2
12/31/1903  19:00:00.000749,3.387675E-2,-1.277274E-2
12/31/1903  19:00:00.000749,9.146103E-2,-1.252239E-2
12/31/1903  19:00:00.000750,9.238795E-2,-1.239722E-2
12/31/1903  19:00:00.000750,3.608035E-2,-1.217817E-2
12/31/1903  19:00:00.000751,-4.258077E-2,-1.239722E-2
